"AgencyCd","SiteNo","AgencyNm","SiteName","DecLatVa","DecLongVa","HorzDatum","HorzMethod","HorzAcy","AltVa","AltUnits","AltUnitsNm","AltDatumCd","AltMethod","AltAcy","WellDepth","WellDepthUnits","WellDepthUnitsNm","NatAquiferCd","NatAqfrDesc","CountryCd","CountryNm","StateCd","StateNm","CountyCd","CountyNm","LocalAquiferName","SiteType","AquiferType","QwSnFlag","QwSnDesc","QwBaselineFlag","QwBaselineDesc","WlSysName","WlSnFlag","WlSnDesc","WlBaselineFlag","WlBaselineDesc","WlWellChars","WlWellCharsDesc","WlWellType","WlWellTypeDesc","WlWellPurpose","WlWellPurposeDesc","WlWellPurposeNotes","Link"
"CODWR","468","Colorado Division of Water Resources","NHP-FR-042","40.597223","-102.228258","NAD83","User supplied","15 m","3704.51","1","Feet","NAVD88","USGS NED 1-meter DEM","1 m","280","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","095","Phillips County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/468"
"CODWR","474","Colorado Division of Water Resources","NHP-FR-049","40.549998","-102.383811","NAD83","User supplied","15 m","3819.59","1","Feet","NAVD88","Original database","1 m","260","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","095","Phillips County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/474"
"CODWR","470","Colorado Division of Water Resources","NHP-FR-045","40.571389","-102.252701","NAD83","User supplied","15 m","3724.54","1","Feet","NAVD88","USGS NED 1-meter DEM","1 m","237","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","095","Phillips County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/470"
"CODWR","472","Colorado Division of Water Resources","NHP-FR-047","40.56374","-102.301108","NAD83","GPS","10 m","3737","1","Feet","NAVD88","USGS NED 1-meter DEM","1 m","0","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","095","Phillips County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/472"
"CODWR","473","Colorado Division of Water Resources","NHP-FR-048","40.56722","-102.220757","NAD83","User supplied","15 m","3691.53","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","270","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","095","Phillips County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/473"
"CODWR","475","Colorado Division of Water Resources","NHP-FR-050","40.531108","-102.354916","NAD83","User supplied","15 m","3795.59","1","Feet","NAVD88","USGS NED 1-meter DEM","1 m","283","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","095","Phillips County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/475"
"CODWR","1014","Colorado Division of Water Resources","NHP-FR-071","40.65333","-102.660205","NAD83","User supplied","15 m","4069.74","1","Feet","NAVD88","USGS NED 1-meter DEM","1 m","272","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","095","Phillips County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","","https://dwr.state.co.us/Tools/GroundWater/Well/1014"
"CODWR","469","Colorado Division of Water Resources","NHP-FR-044","40.585558","-102.220753","NAD83","User supplied","15 m","3698.51","1","Feet","NAVD88","USGS NED 1-meter DEM","1 m","286","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","095","Phillips County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/469"
"CODWR","1104","Colorado Division of Water Resources","NHP-FR-014","40.465122","-102.30618","NAD83","Spotted from quarters","20 m","3777","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","354","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","095","Phillips County","Ogallala","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/1104"
"CODWR","439","Colorado Division of Water Resources","NHP-FR-003","40.451661","-102.070464","NAD83","User supplied","15 m","3575.77","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","260","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","095","Phillips County","Ogallala aquifer","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/439"
"CODWR","477","Colorado Division of Water Resources","NHP-FR-053","40.579715","-102.626031","NAD83","User supplied","15 m","4056.73","1","Feet","NAVD88","Original database","1 m","201","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","095","Phillips County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/477"
"CODWR","478","Colorado Division of Water Resources","NHP-FR-057","40.628895","-102.075472","NAD83","User supplied","15 m","3607.47","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","206","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","095","Phillips County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/478"
"CODWR","481","Colorado Division of Water Resources","NHP-FR-063","40.624166","-102.110468","NAD83","User supplied","15 m","3622.48","1","Feet","NAVD88","Original database","1 m","243","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","095","Phillips County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/481"
"CODWR","483","Colorado Division of Water Resources","NHP-FR-065","40.616667","-102.210197","NAD83","User supplied","15 m","3692.5","1","Feet","NAVD88","USGS NED 1-meter DEM","1 m","234","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","095","Phillips County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/483"
"CODWR","484","Colorado Division of Water Resources","NHP-FR-066","40.703887","-102.38492","NAD83","User supplied","15 m","3853.57","1","Feet","NAVD88","Original database","1 m","265","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","095","Phillips County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/484"
"CODWR","485","Colorado Division of Water Resources","NHP-FR-067","40.699778","-102.376512","NAD83","GPS","10 m","3845","1","Feet","NAVD88","USGS NED 1-meter DEM","1 m","290","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","095","Phillips County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/485"
"CODWR","486","Colorado Division of Water Resources","NHP-FR-069","40.690556","-102.513255","NAD83","User supplied","15 m","3936.64","1","Feet","NAVD88","Original database","1 m","265","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","095","Phillips County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/486"
"CODWR","492","Colorado Division of Water Resources","NHP-FR-078","40.706394","-102.051854","NAD83","User supplied","15 m","3591.45","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","171","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","095","Phillips County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","","https://dwr.state.co.us/Tools/GroundWater/Well/492"
"CODWR","438","Colorado Division of Water Resources","NHP-FR-002","40.443056","-102.089914","NAD83","User supplied","15 m","3592.48","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","345","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","095","Phillips County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/438"
"CODWR","440","Colorado Division of Water Resources","NHP-FR-004","40.512224","-102.16381","NAD83","User supplied","15 m","3653.53","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","345","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","095","Phillips County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/440"
"CODWR","441","Colorado Division of Water Resources","NHP-FR-005","40.476384","-102.200753","NAD83","User supplied","15 m","3690.56","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","356","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","095","Phillips County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/441"
"CODWR","437","Colorado Division of Water Resources","NHP-FR-001","40.512781","-102.084917","NAD83","User supplied","15 m","3593.97","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","260","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","095","Phillips County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/437"
"CODWR","442","Colorado Division of Water Resources","NHP-FR-007","40.52444","-102.281864","NAD83","User supplied","15 m","3745.57","1","Feet","NAVD88","USGS NED 1-meter DEM","1 m","276","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","095","Phillips County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/442"
"CODWR","443","Colorado Division of Water Resources","NHP-FR-008","40.504997","-102.297424","NAD83","User supplied","15 m","3750.58","1","Feet","NAVD88","Original database","1 m","256","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","095","Phillips County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/443"
"CODWR","445","Colorado Division of Water Resources","NHP-FR-013","40.458607","-102.219923","NAD83","User supplied","15 m","3697.57","1","Feet","NAVD88","Original database","1 m","260","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","095","Phillips County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/445"
"CODWR","446","Colorado Division of Water Resources","NHP-FR-019","40.490833","-102.402417","NAD83","User supplied","15 m","3820.62","1","Feet","NAVD88","Original database","1 m","276","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","095","Phillips County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/446"
"CODWR","449","Colorado Division of Water Resources","NHP-FR-020","40.443403","-102.373131","NAD83","GPS","10 m","3796","1","Feet","NAVD88","Original database","1 m","300","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","095","Phillips County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/449"
"CODWR","450","Colorado Division of Water Resources","NHP-FR-021","40.45034","-102.335011","NAD83","Spotted from quarters","20 m","3781","1","Feet","NAVD88","USGS NED 1-meter DEM","1 m","360","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","095","Phillips County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","","https://dwr.state.co.us/Tools/GroundWater/Well/450"
"CODWR","451","Colorado Division of Water Resources","NHP-FR-022","40.512498","-102.475201","NAD83","User supplied","15 m","3891.65","1","Feet","NAVD88","Original database","1 m","0","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","095","Phillips County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","","https://dwr.state.co.us/Tools/GroundWater/Well/451"
"CODWR","452","Colorado Division of Water Resources","NHP-FR-023","40.461106","-102.474651","NAD83","User supplied","15 m","3886.66","1","Feet","NAVD88","Original database","1 m","320","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","095","Phillips County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/452"
"CODWR","457","Colorado Division of Water Resources","NHP-FR-033","40.613892","-102.100191","NAD83","User supplied","15 m","3611.48","1","Feet","NAVD88","GPS","1 m","241","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","095","Phillips County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/457"
"CODWR","458","Colorado Division of Water Resources","NHP-FR-034","40.592776","-102.196303","NAD83","User supplied","15 m","3679.5","1","Feet","NAVD88","USGS NED 1-meter DEM","1 m","266","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","095","Phillips County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/458"
"CODWR","460","Colorado Division of Water Resources","NHP-FR-035","40.577782","-102.128248","NAD83","User supplied","15 m","3619.49","1","Feet","NAVD88","USGS NED 1-meter DEM","1 m","264","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","095","Phillips County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/460"
"CODWR","461","Colorado Division of Water Resources","NHP-FR-036","40.585278","-102.195754","NAD83","User supplied","15 m","3676.01","1","Feet","NAVD88","USGS NED 1-meter DEM","1 m","230","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","095","Phillips County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/461"
"CODWR","496","Colorado Division of Water Resources","NHP-FR-080","40.737221","-102.424089","NAD83","User supplied","15 m","3888.6","1","Feet","NAVD88","USGS NED 1-meter DEM","1 m","291","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","095","Phillips County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/496"
"CODWR","497","Colorado Division of Water Resources","NHP-FR-081","40.725829","-102.503251","NAD83","User supplied","15 m","3956.64","1","Feet","NAVD88","GPS","1 m","317","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","095","Phillips County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/497"
"CODWR","498","Colorado Division of Water Resources","NHP-FR-082","40.745547","-102.635384","NAD83","GPS","10 m","4070","1","Feet","NAVD88","USGS NED 1-meter DEM","1 m","370","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","095","Phillips County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/498"
"CODWR","499","Colorado Division of Water Resources","NHP-FR-083","40.746668","-102.60326","NAD83","User supplied","15 m","4021.7","1","Feet","NAVD88","USGS NED 1-meter DEM","1 m","326","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","095","Phillips County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/499"
