"AgencyCd","SiteNo","AgencyNm","SiteName","DecLatVa","DecLongVa","HorzDatum","HorzMethod","HorzAcy","AltVa","AltUnits","AltUnitsNm","AltDatumCd","AltMethod","AltAcy","WellDepth","WellDepthUnits","WellDepthUnitsNm","NatAquiferCd","NatAqfrDesc","CountryCd","CountryNm","StateCd","StateNm","CountyCd","CountyNm","LocalAquiferName","SiteType","AquiferType","QwSnFlag","QwSnDesc","QwBaselineFlag","QwBaselineDesc","WlSysName","WlSnFlag","WlSnDesc","WlBaselineFlag","WlBaselineDesc","WlWellChars","WlWellCharsDesc","WlWellType","WlWellTypeDesc","WlWellPurpose","WlWellPurposeDesc","Link"
"KSGS","375228098451901","Kansas Geological Survey","25S 13W 16AAC 01","37.879682","-98.751668","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","Accurate to + or - 1 sec.","1940","1","Feet","NGVD29","Interpolated from topographic map.","+/- 5 ft","130","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","185","Stafford County","Quaternary System","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","http://hercules.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=375228098451901"
"KSGS","380131099080901","Kansas Geological Survey","23S 17W 25AAC 01","38.025102","-99.13702","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","Accurate to + or - 1 sec.","2075","1","Feet","NGVD29","Interpolated from topographic map.","+/- 10 ft","68","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","145","Pawnee County","Quaternary System","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","http://hercules.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=380131099080901"
"KSGS","375759098524502","Kansas Geological Survey","24S 14W 17AAC 02","37.967006","-98.881056","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","Accurate to + or - 1 sec.","1983","1","Feet","NAVD88","Interpolated from Digital Elevation Model.","+/- 5 ft","108","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","185","Stafford County","Quaternary System","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","http://hercules.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=375759098524502"
"KSGS","375201099190201","Kansas Geological Survey","25S 18W 20AAB 01","37.86878","-99.31737","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","Accurate to + or - 1 sec.","2185","1","Feet","NGVD29","Interpolated from topographic map.","+/- 10 ft","116","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","047","Edwards County","Quaternary System","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","http://hercules.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=375201099190201"
"KSGS","380229098110801","Kansas Geological Survey","23S 08W 22AB 01","38.042696","-98.184807","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","Accurate to + or - 1 sec.","1639","1","Feet","NGVD29","Interpolated from topographic map.","+/- 10 ft","80","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","155","Reno County","Quaternary System","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","http://hercules.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=380229098110801"
"KSGS","375955097574301","Kansas Geological Survey","24S 06W 03AAB 01","37.999229","-97.962139","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","Accurate to + or - 1 sec.","1554","1","Feet","NGVD29","Interpolated from topographic map.","+/- 5 ft","120","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","155","Reno County","Pleistocene Pliocene Series","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","http://hercules.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=375955097574301"
"KSGS","380507098214903","Kansas Geological Survey","23S 10W 01AAA 03","38.086054","-98.363217","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","Accurate to + or - 1 sec.","1741","1","Feet","NGVD29","Interpolated from topographic map.","+/- 10 ft","65","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","155","Reno County","Quaternary System","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","http://hercules.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=380507098214903"
"KSGS","374717098593501","Kansas Geological Survey","26S 15W 17BBC 01","37.787333","-98.995455","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","Accurate to + or - 1 sec.","2050","1","Feet","NGVD29","Interpolated from topographic map.","+/- 10 ft","102","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","151","Pratt County","Quaternary System","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","http://hercules.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=374717098593501"
"KSGS","381734098423002","Kansas Geological Survey","20S 13W 24DCB 02","38.293785","-98.710058","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","Accurate to + or - 1 sec.","1850","1","Feet","NAVD88","Interpolated from Digital Elevation Model.","+/- 5 ft","88","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","009","Barton County","Quaternary System","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","http://hercules.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=381734098423002"
"KSGS","380647097402902","Kansas Geological Survey","22S 03W 29BDB 01","38.1123","-97.67557","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","Accurate to + or - 1 sec.","1431","1","Feet","NAVD88","Interpolated from Digital Elevation Model.","+/- 10 ft","130","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","079","Harvey County","Pleistocene Pliocene Series","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","http://hercules.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=380647097402902"
"KSGS","374658099244302","Kansas Geological Survey","26S 19W 16BCB 02","37.7902","-99.413911","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","Accurate to + or - 1 sec.","2234","1","Feet","NGVD29","Interpolated from topographic map.","+/- 5 ft","116","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","047","Edwards County","Quaternary System","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","http://hercules.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=374658099244302"
"KSGS","381048098133501","Kansas Geological Survey","21S 08W 32DBB 01","38.180067","-98.223582","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","Accurate to + or - 1 sec.","1641","1","Feet","NGVD29","Interpolated from topographic map.","+/- 5 ft","52","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","159","Rice County","Quaternary System","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","http://hercules.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=381048098133501"
"KSGS","381701098190001","Kansas Geological Survey","20S 09W 28ACD 01","38.282578","-98.316977","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","Accurate to + or - 1 sec.","1690","1","Feet","NGVD29","Interpolated from topographic map.","+/- 5 ft","75","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","159","Rice County","Quaternary System","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","http://hercules.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=381701098190001"
"KSGS","373529098330001","Kansas Geological Survey","28S 11W 20CAC 01","37.59077","-98.551944","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","Accurate to + or - 1 sec.","1840","1","Feet","NGVD29","Interpolated from topographic map.","+/- 5 ft","170","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","151","Pratt County","Quaternary System","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","http://geohydro.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=373529098330001"
"KSGS","373106098204301","Kansas Geological Survey","29S 09W 18DCB 01","37.518333","-98.345276","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","Accurate to + or - 1 sec.","1731","1","Feet","NAVD88","Interpolated from Digital Elevation Model.","+/- 10 ft","143","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","095","Kingman County","Quaternary System","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","http://geohydro.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=373106098204301"
"KSGS","374130099394701","Kansas Geological Survey","27S 21W 18CDC 01","37.692115","-99.663647","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","Accurate to + or - 1 sec.","2411","1","Feet","NAVD88","Interpolated from topographic map.","+/- 10 ft","354","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","057","Ford County","Ogallala-Dakota Formation","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","http://geohydro.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=374130099394701"
"KSGS","381725098514101","Kansas Geological Survey","20S 14W 22CDC 01","38.290253","-98.861728","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","Accurate to + or - 1 sec.","1902","1","Feet","NGVD29","Interpolated from topographic map.","+/- 5 ft","75","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","009","Barton County","Quaternary System","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","http://geohydro.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=381725098514101"
"KSGS","373233098411501","Kansas Geological Survey","29S 13W 12ABB 01","37.54345","-98.69195","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","Accurate to + or - 1 sec.","1900","1","Feet","NGVD29","Interpolated from topographic map.","+/- 5 ft","87","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","151","Pratt County","Quaternary System","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","http://geohydro.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=373233098411501"
"KSGS","380220097284101","Kansas Geological Survey","23S 01W 19BCA 01","38.0388","-97.47795","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","Accurate to + or - 1 sec.","1434","1","Feet","NAVD88","Interpolated from Digital Elevation Model.","+/- 10 ft","135","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","079","Harvey County","Pleistocene Pliocene","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","http://hercules.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=380220097284101"
"KSGS","380758098550502","Kansas Geological Survey","22S 15W 13DCA 02","38.134637","-98.917214","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","Accurate to + or - 1 sec.","1976","1","Feet","NAVD88","Interpolated from Digital Elevation Model.","+/- 5 ft","199","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","145","Pawnee County","Quaternary System","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","http://hercules.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=380758098550502"
"KSGS","374908098542801","Kansas Geological Survey","26S 15W 01AAB 01","37.820982","-98.908115","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","Accurate to + or - 1 sec.","2020","1","Feet","NGVD29","Interpolated from topographic map.","+/- 5 ft","136","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","151","Pratt County","Quaternary System","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","http://hercules.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=374908098542801"
"KSGS","374923098420201","Kansas Geological Survey","25S 13W 36DCC 01","37.826017","-98.701337","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","Accurate to + or - 1 sec.","1901","1","Feet","NGVD29","Interpolated from topographic map.","+/- 5 ft","48","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","185","Stafford County","Quaternary System","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","http://geohydro.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=374923098420201"
"KSGS","375926099064001","Kansas Geological Survey","24S 16W 05CB  01","37.987444","-99.113763","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","Accurate to + or - 1 sec.","2080","1","Feet","NGVD29","Interpolated from topographic map.","+/- 10 ft","109","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","047","Edwards County","Quaternary System","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","1","Yes","3","Known Changes","2","Trend","1","Dedicated Monitoring/Observation","http://hercules.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=375926099064001"
"KSGS","381402098281201","Kansas Geological Survey","21S 10W 07CCA 01","38.233827","-98.469934","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","Accurate to + or - 1 sec.","1722","1","Feet","NAVD88","Interpolated from Digital Elevation Model.","+/- 5 ft","34","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","159","Rice County","Quaternary System","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","http://hercules.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=381402098281201"
"KSGS","372659097491802","Kansas Geological Survey","30S 05W 12CCA 02","37.44838","-97.82099","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","Accurate to + or - 1 sec.","1488","1","Feet","NAVD88","Interpolated from Digital Elevation Model.","+/- 10 ft","68","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","095","Kingman County","Quaternary System","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","http://hercules.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=372659097491802"
"KSGS","374143098124602","Kansas Geological Survey","27S 08W 17DAC 01","37.6943","-98.21323","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","Accurate to + or - 1 sec.","1661","1","Feet","NAVD88","Interpolated from Digital Elevation Model.","+/- 10 ft","107","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","095","Kingman County","Quaternary System","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","0","No","3","Known Changes","1","Surveillance","2","Other","http://hercules.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=374143098124602"
"KSGS","372851098532201","Kansas Geological Survey","29S 14W 31ACA 01","37.48093","-98.88953","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","Accurate to + or - 1 sec.","2001","1","Feet","NAVD88","Interpolated from Digital Elevation Model.","+/- 5 ft","173","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","151","Pratt County","Quaternary System","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","0","No","3","Known Changes","1","Surveillance","2","Other","http://hercules.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=372851098532201"
"KSGS","375507097474502","Kansas Geological Survey","24S 04W 31DAB 02","37.91953","-97.7985","NAD83","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","Accurate to + or - 1 sec.","1487","1","Feet","NGVD29","Interpolated from topographic map.","+/- 10 ft","61","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","20","Kansas","155","Reno County","Pleistocene Pliocene","WELL","UNCONFINED","0","No","0","No","Kansas Cooperative Water Level Network","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","http://hercules.kgs.ku.edu/geohydro/wizard/wizardwelldetail.cfm?usgs_id=375507097474502"
