"AgencyCd","SiteNo","AgencyNm","SiteName","DecLatVa","DecLongVa","HorzDatum","HorzMethod","HorzAcy","AltVa","AltUnits","AltUnitsNm","AltDatumCd","AltMethod","AltAcy","WellDepth","WellDepthUnits","WellDepthUnitsNm","NatAquiferCd","NatAqfrDesc","CountryCd","CountryNm","StateCd","StateNm","CountyCd","CountyNm","LocalAquiferName","SiteType","AquiferType","QwSnFlag","QwSnDesc","QwBaselineFlag","QwBaselineDesc","WlSysName","WlSnFlag","WlSnDesc","WlBaselineFlag","WlBaselineDesc","WlWellChars","WlWellCharsDesc","WlWellType","WlWellTypeDesc","WlWellPurpose","WlWellPurposeDesc","WlWellPurposeNotes","Link"
"CODWR","743","Colorado Division of Water Resources","NHP-AR-091","39.596558","-103.217312","NAD83","GPS","10 m","4949.38","1","Feet","NAVD88","Original database","1 m","125","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","","https://dwr.state.co.us/Tools/GroundWater/Well/743"
"CODWR","744","Colorado Division of Water Resources","NHP-AR-092","39.581385","-103.156609","NAD83","User supplied","15 m","4792.77","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","70","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/744"
"CODWR","394","Colorado Division of Water Resources","NHP-WY-088","39.855265","-102.862713","NAD83","User supplied","15 m","4406.62","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","241","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","Ogallala aquifer","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/394"
"CODWR","653","Colorado Division of Water Resources","NHP-WC-016","39.755547","-102.913554","NAD83","User supplied","15 m","4480.98","1","Feet","NAVD88","USGS NED 1-meter DEM","1 m","220","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","","https://dwr.state.co.us/Tools/GroundWater/Well/653"
"CODWR","654","Colorado Division of Water Resources","NHP-WC-017","39.807775","-102.95106","NAD83","User supplied","15 m","4492.1","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","230","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/654"
"CODWR","655","Colorado Division of Water Resources","NHP-WC-018","39.787213","-103.056617","NAD83","User supplied","15 m","4622.23","1","Feet","NAVD88","GPS","1 m","180","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","","https://dwr.state.co.us/Tools/GroundWater/Well/655"
"CODWR","658","Colorado Division of Water Resources","NHP-WC-020","39.699442","-102.869107","NAD83","User supplied","15 m","4447.05","1","Feet","NAVD88","USGS NED 1-meter DEM","1 m","42","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","","https://dwr.state.co.us/Tools/GroundWater/Well/658"
"CODWR","741","Colorado Division of Water Resources","NHP-AR-090","39.60017","-102.94244","NAD83","GPS","15 m","4625.94","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","200","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","Ogallala aquifer","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/741"
"CODWR","414","Colorado Division of Water Resources","NHP-WY-075","40.393326","-102.965223","NAD83","User supplied","15 m","4343.42","1","Feet","NAVD88","GPS","1 m","65","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/414"
"CODWR","150563","Colorado Division of Water Resources","NHP-WY-027","40.169529","-102.812539","NAD83","Digitized","10 m","4210","1","Feet","NAVD88","Original database","1 m","350","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/150563"
"CODWR","1061","Colorado Division of Water Resources","NHP-WY-028","40.168571","-102.873796","NAD83","Spotted from section lines","20 m","4249","1","Feet","NAVD88","Original database","1 m","360","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/1061"
"CODWR","149837","Colorado Division of Water Resources","NHP-WY-029","40.162084","-102.821408","NAD83","GPS","10 m","4225","1","Feet","NAVD88","Original database","1 m","367","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/149837"
"CODWR","397","Colorado Division of Water Resources","NHP-WY-031","40.132209","-102.884389","NAD83","User supplied","15 m","4275.96","1","Feet","NAVD88","Original database","1 m","318","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/397"
"CODWR","149910","Colorado Division of Water Resources","NHP-WY-032","40.101096","-102.875699","NAD83","Spotted from section lines","20 m","4270","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","289","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/149910"
"CODWR","1055","Colorado Division of Water Resources","NHP-WY-035","40.125164","-102.910454","NAD83","Spotted from quarters","20 m","4308","1","Feet","NAVD88","Original database","1 m","320","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/1055"
"CODWR","149832","Colorado Division of Water Resources","NHP-WY-081","39.97335","-102.980392","NAD83","Spotted from quarters","20 m","4140","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","442","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/149832"
"CODWR","149671","Colorado Division of Water Resources","NHP-WY-082","39.942373","-102.935029","NAD83","Spotted from section lines","20 m","4418","1","Feet","NAVD88","Original database","1 m","400","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/149671"
"CODWR","149829","Colorado Division of Water Resources","NHP-WY-053","40.249621","-102.822517","NAD83","GPS","10 m","4167","1","Feet","NAVD88","Original database","1 m","340","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/149829"
"CODWR","398","Colorado Division of Water Resources","NHP-WY-054","40.224475","-102.846155","NAD83","Spotted from quarters","20 m","4196","1","Feet","NAVD88","USGS NED 1-meter DEM","1 m","295","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/398"
"CODWR","410","Colorado Division of Water Resources","NHP-WY-056","40.1861","-102.926339","NAD83","User supplied","15 m","4348.72","1","Feet","NAVD88","Original database","1 m","325","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/410"
"CODWR","150537","Colorado Division of Water Resources","NHP-WY-083","39.935211","-102.930528","NAD83","GPS","10 m","4400","1","Feet","NAVD88","Original database","1 m","378","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/150537"
"CODWR","150536","Colorado Division of Water Resources","NHP-WY-084","39.913228","-102.882546","NAD83","GPS","10 m","4416","1","Feet","NAVD88","Original database","1 m","375","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/150536"
"CODWR","150559","Colorado Division of Water Resources","NHP-WY-085","39.913173","-102.891884","NAD83","Digitized","10 m","4420","1","Feet","NAVD88","Original database","1 m","383","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/150559"
"CODWR","395","Colorado Division of Water Resources","NHP-WY-086","39.90166","-102.882996","NAD83","User supplied","15 m","4383.02","1","Feet","NAVD88","Original database","1 m","175","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/395"
"CODWR","698","Colorado Division of Water Resources","NHP-AR-040","39.662232","-102.846041","NAD83","GPS","10 m","4403.03","1","Feet","NAVD88","GPS","1 m","52","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","","https://dwr.state.co.us/Tools/GroundWater/Well/698"
"CODWR","149907","Colorado Division of Water Resources","NHP-WY-087","39.88524","-102.844092","NAD83","Spotted from section lines","20 m","4370","1","Feet","NAVD88","Original database","1 m","260","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/149907"
"CODWR","699","Colorado Division of Water Resources","NHP-AR-041","39.659954","-103.021792","NAD83","GPS","10 m","4632.2","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","67","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","","https://dwr.state.co.us/Tools/GroundWater/Well/699"
"CODWR","700","Colorado Division of Water Resources","NHP-AR-042","39.65542","-102.935229","NAD83","GPS","10 m","4512.12","1","Feet","NAVD88","USGS NED 1-meter DEM","1 m","35","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/700"
"CODWR","701","Colorado Division of Water Resources","NHP-AR-043","39.665899","-103.179229","NAD83","GPS","10 m","4844.37","1","Feet","NAVD88","USGS NED 1-meter DEM","1 m","120","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","","https://dwr.state.co.us/Tools/GroundWater/Well/701"
"CODWR","149859","Colorado Division of Water Resources","NHP-AR-037","39.684648","-102.915177","NAD83","GPS","10 m","4495","1","Feet","NAVD88","USGS 30-meter DEM","1 m","64","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","","https://dwr.state.co.us/Tools/GroundWater/Well/149859"
"CODWR","39426","Colorado Division of Water Resources","NHP-AR-038","39.688887","-102.822719","NAD83","User supplied","15 m","4386.03","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","38","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/39426"
"CODWR","152226","Colorado Division of Water Resources","NHP-AR-039","39.690471","-102.812535","NAD83","GPS","10 m","4356.28","1","Feet","NAVD88","Original database","1 m","65","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/152226"
"CODWR","149860","Colorado Division of Water Resources","NHP-AR-084","39.652648","-102.93537","NAD83","GPS","10 m","4513","1","Feet","NAVD88","Original database","1 m","43","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/149860"
"CODWR","149928","Colorado Division of Water Resources","NHP-AR-089","39.625559","-102.93501","NAD83","Spotted from section lines","20 m","4568","1","Feet","NAVD88","Original database","1 m","0","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","","https://dwr.state.co.us/Tools/GroundWater/Well/149928"
"CODWR","149929","Colorado Division of Water Resources","NHP-AR-082","39.586482","-102.911591","NAD83","Spotted from section lines","20 m","4578","1","Feet","NAVD88","Original database","1 m","0","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/149929"
"CODWR","149930","Colorado Division of Water Resources","NHP-AR-081","39.595027","-102.8929","NAD83","Spotted from section lines","20 m","4545","1","Feet","NAVD88","Original database","1 m","272","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/149930"
"CODWR","149931","Colorado Division of Water Resources","NHP-AR-080","39.614896","-102.825622","NAD83","Spotted from section lines","20 m","4436","1","Feet","NAVD88","Original database","1 m","250","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/Well/149931"
"CODWR","150572","Colorado Division of Water Resources","NHP-AR-087","39.648941","-102.988017","NAD83","GPS","10 m","4602","1","Feet","NAVD88","Original database","1 m","66","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","","https://dwr.state.co.us/Tools/GroundWater/Well/150572"
"CODWR","149863","Colorado Division of Water Resources","NHP-AR-083","39.654702","-102.919259","NAD83","GPS","10 m","4491","1","Feet","NAVD88","Original database","1 m","85","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","OGALLALA","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","","https://dwr.state.co.us/Tools/GroundWater/Well/149863"
"CODWR","642","Colorado Division of Water Resources","NHP-WC-008","39.859153","-102.955771","NAD83","User supplied","15 m","4476.81","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","320","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","Ogallala aquifer","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/642"
